Chr	Start	End
7	1025942	1026074
7	1026985	1027118
7	1038579	1038748
7	1043099	1043234
7	1050134	1050651
7	1052265	1052461
7	1058827	1058950
7	1065082	1065699
7	1076209	1076393
7	1085870	1086071
7	1087074	1087517
8	1871	2222
8	3731	4138
8	10669	10821
8	17498	17603
8	21157	21682
8	25589	26109
8	32850	33099
8	34218	34362
8	48019	48603
8	50569	50925
8	54382	54756
8	55999	56324
8	64216	64339
8	65902	66140
8	67506	67748
8	69576	69676
8	70086	70245
8	74566	74746
8	75104	75248
8	78408	78523
8	98157	98303
8	98904	99060
8	113262	113447
8	115179	115336
8	116005	116056
8	116959	117170
8	117578	117727
8	121546	123085
8	123685	123959
8	125925	126379
8	131529	131645
8	131908	131948
8	134293	134496
8	138419	138804
8	141150	141999
8	143196	144235
8	148804	149076
8	150819	151677
8	159100	159496
8	160298	160815
8	161294	161552
8	164871	164916
8	167452	167650
8	170501	170734
8	172741	173286
8	174649	177525
8	177805	178137
8	180059	180233
8	181421	181952
8	182170	182340
8	183890	183991
8	186786	188146
8	188928	191472
8	192620	192681
8	194664	195613
8	198381	198623
8	201161	201923
8	203556	203645
8	204259	204481
8	205944	206564
8	207253	207524
8	209291	209598
8	210592	210783
8	212914	213013
8	214914	215017
8	217562	218213
8	218837	219001
8	219895	220076
8	222561	223046
8	223787	223919
8	225230	225432
8	227177	227404
8	229092	229295
8	231371	231429
8	231797	232096
8	234734	234804
8	235879	236711
8	237724	237838
8	238788	239064
8	239330	239411
8	241379	241679
8	242271	242552
8	245730	245880
8	249681	249879
8	250911	251055
8	255545	256316
8	261638	262073
8	262538	262749
8	266171	266317
8	266549	266737
8	266948	267525
8	271674	272094
8	272352	272788
8	273648	273834
8	276611	276769
8	277405	277964
8	280070	280654
8	281249	281489
8	286569	286982
8	289083	289963
8	290177	290283
8	290588	290779
8	293538	293741
8	296012	296081
8	296310	296458
8	296670	297298
8	297603	297782
8	298767	298954
8	302034	302407
8	314738	314865
8	315971	316595
8	319909	320362
8	323108	323351
8	324489	324660
8	325404	325674
8	327752	328555
8	330161	330290
8	331452	331515
8	332070	332309
8	332842	333059
8	335692	336503
8	337815	338005
8	341232	342608
8	345268	345354
8	345642	345949
8	349328	349613
8	352520	352684
8	353393	353573
8	354570	354792
8	356219	356422
8	359794	360003
8	360431	360891
8	361763	362001
8	364284	364459
8	367932	368329
8	369805	370134
8	371591	371791
8	374007	374183
8	374410	375634
8	377769	378021
8	379506	380031
8	380278	380519
8	381341	381477
8	382840	383313
8	384771	384998
8	386984	387127
8	389805	390270
8	393364	393480
8	394214	394266
8	396847	397201
8	397588	397651
8	400949	401382
8	402671	402930
8	406814	406958
8	410920	411001
8	412446	412917
8	417066	417524
8	420089	420303
8	422044	423255
8	423387	423705
8	429137	429584
8	429927	430059
8	437039	437209
8	439115	439282
8	440207	440360
8	441924	442088
8	443507	443734
8	445492	445693
8	450719	451002
8	452712	452920
8	453954	454123
8	454707	456543
8	459040	459287
8	461287	462829
8	464665	464941
8	466940	467155
8	470541	470976
8	472569	472712
8	473285	473592
8	474825	474971
8	475495	475712
8	483596	484871
8	488283	488587
8	489198	489237
8	490229	490601
8	491756	491846
8	493656	493762
8	497311	497378
8	498472	499056
8	501210	501316
8	501975	502352
8	505710	506143
8	508756	508942
8	512039	512448
8	516507	516732
8	517230	517492
8	521935	522099
8	524668	524854
8	528325	528497
8	531405	532246
8	537997	538154
8	540526	541477
8	548503	548839
8	553967	556185
8	558491	558619
8	558860	558953
8	559085	559203
9	101	1790
9	2010	2228
9	2723	3419
9	3681	4287
9	4670	5710
9	6626	6879
9	9442	9554
9	10426	10831
9	21916	22445
9	23338	23686
9	26734	26881
9	32913	33491
9	34628	35141
9	35969	37470
9	38711	38959
9	39201	39411
9	41557	41843
9	45942	46179
9	47272	48133
9	52745	52968
9	53362	55688
9	56411	56551
9	60919	61019
9	62794	62909
9	68348	68628
9	73694	73859
9	76161	76280
9	77389	77538
9	83065	83315
9	84872	85136
9	85901	86035
9	88682	88925
9	89738	89873
9	92798	93558
9	96405	96883
9	97182	97297
9	99532	99939
9	102135	102849
9	113314	113721
9	114570	114760
9	117796	117923
9	122171	122538
9	126012	126087
9	127240	127432
9	127774	127969
9	129792	130437
9	131839	132859
9	133998	134279
9	135142	135404
9	135970	136317
9	138144	138434
9	139239	139649
9	141073	141253
9	141565	142844
9	148909	149128
9	149999	150767
9	151357	151522
9	154664	155414
9	155865	155988
9	160214	160896
9	161354	161605
9	165981	166311
9	169760	170020
9	173205	173433
9	173630	173827
9	176875	178456
9	180217	180374
9	183172	183778
9	187685	187986
9	188806	189023
9	193031	193499
9	194030	194218
9	196322	196434
9	197517	197811
9	199466	199626
9	200179	200273
9	202117	202242
9	203332	203462
9	204738	205046
9	206585	206668
9	212039	212474
9	214841	214901
9	215300	215414
9	215969	216247
9	216482	216629
9	220753	220964
9	222637	222865
9	226293	226452
9	231129	231299
9	232507	232871
9	237820	238018
9	240896	241153
9	241809	242024
9	244510	244674
9	246917	246960
9	248469	249976
9	254018	255037
9	257262	257353
9	258338	258782
9	259985	260059
9	260936	261146
9	267349	269066
9	269640	269780
9	270463	271234
9	273779	274051
9	274729	275109
9	276120	276755
9	277539	277808
9	282917	283058
9	285230	285536
9	289068	289225
9	291670	292353
9	300068	300737
9	301305	301807
9	304183	304342
9	307960	308485
9	309247	309362
9	310495	310574
9	310816	311069
9	312627	312821
9	314867	315039
9	316486	316579
9	321062	321431
9	324267	324418
9	325644	325898
9	332254	334017
9	334610	334859
9	336241	336479
9	337144	339515
9	342297	342481
9	343677	344066
9	345406	345557
9	348525	348677
9	348940	349064
9	350121	350197
9	370383	370556
9	394174	395456
9	407934	408185
9	410492	410650
10	101	1796
10	2022	4270
10	4788	5782
10	6601	6861
10	9425	9537
10	10406	10811
10	21631	21899
10	22758	22990
10	26319	26449
10	29443	29625
10	30740	31832
10	36256	37045
10	37766	37810
10	41312	41417
10	47505	47586
10	53157	53327
10	54131	54338
10	58860	59144
10	60153	60824
10	63590	63753
10	68829	69260
10	69701	69912
10	71000	71321
10	75579	75863
10	79463	80095
10	82609	82713
10	83051	83394
10	85416	85605
10	90127	90552
10	94271	95023
10	96538	96722
10	97295	97691
10	100905	101413
10	104520	104938
10	106108	106353
10	109620	109852
10	111364	111600
10	113442	113568
10	115714	115819
10	117728	117803
10	119394	119494
10	119905	120234
10	123054	123862
10	129026	129179
10	130834	130914
10	133958	134321
10	135916	136523
10	136915	137346
10	140131	140380
10	142640	143187
10	144898	145132
10	145912	146364
10	146646	147314
10	150434	150906
10	152331	152377
10	154724	154994
10	156197	156390
10	157405	157624
10	157956	158108
10	159695	160847
10	161664	161927
10	165113	165180
10	165389	165588
10	172199	173567
10	177382	177902
10	179951	181049
10	181286	181380
10	181682	182028
10	184216	184490
10	186683	186926
10	187808	188003
10	189200	190304
10	190901	192660
10	195033	196223
10	204650	205304
10	205930	206033
10	207559	207832
10	209716	209794
10	211631	211970
10	219848	221026
10	223918	224832
10	227101	227282
10	228524	228680
10	230974	231357
10	235802	235858
10	236079	237816
10	239123	239340
10	241323	242238
10	245379	245542
10	246224	246491
10	246930	247210
10	254461	254717
10	256705	257385
10	262600	262709
10	265126	265873
10	268405	268925
10	270360	270431
10	270947	271084
10	272491	272788
10	278162	278981
10	280417	281414
10	283401	283557
10	285364	285409
10	289380	289722
10	290524	291959
10	294296	295439
10	302585	303424
10	305737	306156
10	310656	311072
10	312550	312948
10	313589	314347
10	314631	317531
10	319768	319952
10	322400	323650
10	324730	324921
10	327931	328081
10	330171	330378
10	332689	333742
10	334091	334267
10	335516	335862
10	336843	338486
10	339313	339825
10	341702	341836
10	342206	342464
10	345801	345858
10	348502	349574
10	352223	352333
10	355342	355916
10	358245	358293
10	359452	362367
10	365513	365707
10	373878	374736
10	374981	375063
10	376151	376327
10	378311	378823
10	380499	381573
10	383580	383801
10	387498	387669
10	390170	390371
10	390833	392712
10	393650	394109
10	396699	396955
10	402511	402778
10	407332	407496
10	411046	411183
10	413402	413723
10	421783	421872
10	424207	424666
10	424871	424946
10	445705	445833
10	448928	449084
10	454765	455444
10	455722	456037
10	458409	458574
10	459467	459595
10	460179	460359
10	461581	461802
10	462477	462692
10	465849	467363
10	468027	468864
10	469524	469808
10	470983	471089
10	471585	472238
10	473274	473473
10	475473	475742
10	478851	479089
10	486262	486511
10	490860	491146
10	496427	496952
10	497176	497242
10	503208	504224
10	507432	507700
10	513627	514080
10	517582	517963
10	519337	519408
10	521229	521323
10	521684	522085
10	524560	524722
10	525542	526501
10	526856	526894
10	528439	528902
10	529654	529866
10	531818	531913
10	538470	538703
10	541453	541645
10	542705	542879
10	543882	544017
10	544851	546081
10	548383	548897
10	549938	550463
10	554833	555201
10	555637	555894
10	558869	559710
10	567381	567674
10	569182	569615
10	570132	571514
10	571905	574039
10	576469	577062
10	577856	580396
10	581588	581816
10	582371	582571
10	583561	583714
10	585454	586018
10	587404	587601
10	594609	594792
10	598050	598910
10	604239	604486
10	605838	607058
10	609169	609565
10	615217	615442
10	617383	617556
10	617784	618138
10	620281	621022
10	621808	622095
10	622596	624766
10	626932	627127
10	628700	628891
10	632808	633659
10	636755	637057
10	637619	637817
10	638381	641113
10	641704	642127
10	646583	647372
10	649473	649621
10	651445	651706
10	654236	654529
10	656033	656198
10	658723	658828
10	662334	662471
10	662707	663817
10	667186	667611
10	669333	669395
10	676810	676938
10	683458	683601
10	690647	690814
10	696961	697125
10	700664	700864
10	703184	704049
10	705135	705830
10	706690	706840
10	707055	707167
10	709920	710131
10	715922	716474
10	716891	717117
10	717611	718193
10	719199	719425
10	721441	721600
10	724250	724389
10	725419	725529
10	729900	730052
10	735367	735664
10	736650	736746
10	739970	740157
11	2506	2812
11	5803	5917
11	7904	8110
11	11600	11709
11	13679	13806
11	14333	14564
11	20061	21140
11	21498	22041
11	22315	22392
11	24897	25175
11	30742	30968
11	31742	31911
11	34128	34391
11	35131	35267
11	38231	38670
11	38899	39114
11	44875	44992
11	45296	45405
11	46460	47117
11	47976	48170
11	49810	50038
11	53454	53665
11	58869	59054
11	63589	63704
11	67406	69775
11	70237	71079
11	73898	74188
11	74463	74699
11	75564	75816
11	78689	78811
11	79888	80077
11	80435	81052
11	81592	81958
11	82570	82933
11	84154	84569
11	88884	89168
11	91143	91404
11	91706	92784
11	93423	94119
11	94405	94575
11	96261	96601
11	98373	98536
11	99387	100445
11	101044	101171
11	108829	109183
11	112557	112771
11	114820	115036
11	118284	118871
11	119578	119734
11	122278	122511
11	125508	125739
11	127076	127387
11	130362	130533
11	134129	134348
11	134737	134833
11	135867	136329
11	137045	137145
11	137593	137760
11	140765	141165
11	143122	144130
11	146850	147223
11	148887	149131
11	150538	150731
11	150942	151196
11	153012	153244
11	155373	155491
11	158335	158548
11	164575	164851
11	165930	166665
11	168904	168961
11	170773	172032
11	172343	172497
11	174014	174113
11	176632	176724
11	178173	178448
11	179381	179671
11	185732	185870
11	188746	188959
11	191400	191702
11	193104	193306
11	194656	195479
11	195818	196485
11	200087	200580
11	200830	200953
11	201204	201418
11	201778	202124
11	202547	202631
11	202957	203622
11	204205	205888
11	207871	208136
11	210010	210662
11	213090	213183
11	213712	213939
11	216772	217214
11	219310	219400
11	219972	220289
11	223121	223270
11	223587	223639
11	224556	224607
11	225808	226554
11	229899	232032
11	232211	232279
11	234206	234369
11	235928	236020
11	236828	237657
11	242729	242975
11	245420	246122
11	247675	249037
11	255392	255709
11	256524	256714
11	258214	259466
11	260121	261312
11	261921	262139
11	263143	263352
11	264117	264977
11	269478	269723
11	270563	270927
11	271679	271889
11	273162	273390
11	275071	275244
11	277559	279375
11	280276	280451
11	282410	282845
11	284652	285056
11	288613	288790
11	291144	291403
11	292484	292581
11	294400	294613
11	295941	296462
11	299116	299547
11	302882	303064
11	306512	306595
11	306965	307364
11	308023	309436
11	309717	310275
11	314539	314676
11	317091	317589
11	321700	321997
11	322345	323210
11	327606	328094
11	329747	330026
11	333946	334283
11	335034	335288
11	338911	339102
11	340451	341190
11	342118	342396
11	346842	346992
11	349225	349372
11	352838	353411
11	353907	354073
11	354958	356593
11	358120	358412
11	361872	362514
11	364374	364919
11	365197	365360
11	368919	369032
11	369048	370134
11	371503	371862
11	374239	374416
11	376111	376150
11	381353	381467
11	381902	382551
11	382902	383091
11	383428	383664
11	384893	385311
11	388318	388393
11	393567	393732
11	401604	401639
11	401847	402829
11	403140	403406
11	403895	404052
11	408099	408439
11	417022	417138
11	418037	418226
11	426085	426154
11	428593	429256
11	431594	431777
11	434987	435217
11	442793	442978
11	445067	445291
11	446573	446676
11	451242	451423
11	452035	452111
11	456965	457478
11	461383	461521
11	462762	463983
11	466232	466388
11	468786	469909
11	473523	473618
11	475917	476123
11	477775	478577
11	478847	479197
11	483190	483409
11	487443	487883
11	489775	489943
11	490931	491421
11	493660	493965
11	499597	500415
11	506255	507103
11	507714	507940
11	513175	513439
11	513947	515145
11	517048	517431
11	517811	520113
11	520899	522008
11	522361	522558
11	523264	523360
11	523615	524232
11	524838	525558
11	526125	528124
11	528313	528417
11	530637	530835
11	533355	534246
11	534507	534633
11	534958	535969
11	538133	538336
11	548016	548145
11	551434	551511
11	552420	552637
11	554701	554874
11	556286	556431
11	557377	557622
11	558889	559977
11	562166	562608
11	565935	566101
11	566843	568790
11	570942	571470
11	573264	573693
11	575744	576569
11	577847	579315
11	580253	580445
11	580803	582169
11	583378	583565
11	584784	584981
11	589529	590328
11	592559	592786
11	598910	599109
11	599689	599833
11	604274	604356
11	605472	605570
11	608411	608763
11	611241	611436
11	612734	612893
11	613935	614199
11	614539	616286
11	618831	619094
11	625640	626085
11	626329	626617
11	630201	630929
11	635303	635568
11	640387	640479
11	645382	645525
11	645867	646077
11	658367	658496
12	4273	4330
12	9810	9857
12	21909	21980
12	22684	22947
12	23228	23470
12	28554	28698
12	29410	29852
12	35296	35371
12	36612	37368
12	39541	39704
12	40410	40609
12	46503	46669
12	47587	47754
12	49175	49368
12	49630	49807
12	53965	54241
12	65319	65695
12	68278	68444
12	73200	73424
12	81075	81334
12	83845	84493
12	85323	85582
12	86544	87277
12	88285	88490
12	92524	92645
12	94023	94302
12	97585	97879
12	98889	99034
12	100169	100784
12	108273	108665
12	109013	109239
12	111613	112225
12	114299	114817
12	116122	116360
12	124280	124651
12	124881	125942
12	127323	127376
12	130869	131097
12	131465	131620
12	140623	141065
12	143062	143112
12	146122	146186
12	147608	147840
12	154001	154192
12	156380	156592
12	159580	159988
12	163373	163544
12	164101	164343
12	166188	166325
12	168798	168947
12	174258	174471
12	174693	174744
12	175027	175152
12	177451	177615
12	179707	180031
12	182031	182294
12	183445	183566
12	184974	185092
12	187360	187790
12	194221	194354
12	196592	196759
12	198196	198636
12	200699	200816
12	201553	201623
12	202725	202803
12	204808	204923
12	208602	208697
12	212146	212441
12	214955	215072
12	219972	220159
12	222157	222530
12	224662	224795
12	225210	225483
12	228522	228708
12	230587	230843
12	231204	231394
12	232055	232233
12	234277	234935
12	237802	237919
12	239087	239227
12	241699	241762
12	242010	242087
12	245372	245562
12	246086	246372
12	246979	247187
12	248371	248834
12	251107	251257
12	253007	254041
12	255088	255212
12	259515	260009
12	260500	260993
12	262943	263120
12	265213	265452
12	266920	267149
12	270776	270997
12	273914	274109
12	274875	274961
12	278607	278947
12	280988	281245
12	281721	281969
12	282458	282854
12	283713	283790
12	286574	286789
12	287326	287507
12	289336	290214
12	293677	293769
12	296258	296448
12	300364	300624
12	301983	302202
12	302952	303020
12	315918	316037
12	320168	320652
12	322147	322245
12	322874	323412
12	327549	327684
12	329337	329583
12	332209	332350
12	339553	339612
12	340840	341934
12	346046	346181
12	368249	368594
12	370297	370950
12	371186	371365
12	388345	388758
12	390422	390881
12	416834	417023
12	418131	418180
12	424849	424949
12	445073	445193
12	447741	447922
12	448482	448547
12	449531	449592
12	476232	476352
12	480883	481084
12	481835	481887
12	489915	490483
12	500480	500600
12	510235	510582
12	510810	510976
12	514351	514486
12	514803	515173
12	524477	524592
12	534487	534738
12	537072	537176
12	540595	540773
12	550374	550453
12	552056	552250
12	553777	554404
12	556537	556724
12	561778	561905
12	566452	566516
12	567739	568565
12	571936	572074
12	573277	573998
12	576472	576640
12	585881	586326
12	586966	587049
12	589020	589314
12	593951	594152
12	596711	596959
12	602392	603353
12	603680	603760
12	605057	605458
12	607005	607809
12	609577	609722
12	610877	612531
12	612883	612983
12	617308	617533
12	620292	620431
12	623969	624144
12	626345	626570
12	626910	627130
12	633376	633632
12	634030	634117
12	636236	636606
12	640061	640161
12	641171	641343
12	645173	646317
12	646401	646504
12	651632	651839
12	656682	656758
12	657982	658727
12	660068	660554
12	665122	665313
12	665543	665667
12	669050	669175
12	670151	670223
12	674051	674242
12	677298	678516
12	679964	680148
12	680864	681095
12	691275	691527
12	699658	699860
12	704073	705116
12	707104	707326
12	710640	710785
12	713200	713449
12	718039	718140
12	720427	720570
12	721496	721739
12	722907	723092
12	723076	723155
12	723386	723777
12	725514	725873
12	728137	728784
12	730529	730756
12	732209	732362
12	737677	738061
12	742449	742547
12	743898	744141
12	745323	745549
12	745922	745984
12	747270	747829
12	757145	757399
12	758912	759465
12	759782	759900
12	764189	764774
12	766389	766501
12	771780	771844
12	777859	778068
12	778934	779198
12	781506	781989
12	783535	784082
12	784368	784696
12	787517	787604
12	788509	788643
12	789680	790433
12	793062	793162
12	793586	793762
12	795271	795444
12	796409	796636
12	797118	797361
12	802137	802269
12	805200	805772
12	808825	809966
12	815898	815969
12	816837	817019
12	818522	819232
12	819718	819854
12	820234	820427
12	822685	823134
12	826346	827247
12	827586	828966
12	830339	831105
12	833620	833906
12	837161	837991
12	838515	838628
12	839155	840247
12	841019	841411
12	842971	843184
12	843898	844148
12	845857	846004
12	849171	849304
12	849680	849837
12	853243	853442
12	853822	853979
12	854361	854550
12	854904	855018
12	855494	855952
12	856942	857009
12	857321	857501
12	859302	859503
12	862137	862707
12	866851	867375
12	868373	868415
12	871015	871895
12	873685	873748
12	874914	875592
12	877386	878270
12	884395	885279
12	892833	893727
12	897840	898040
12	898975	899181
12	902705	903152
12	903384	903634
12	906543	906620
12	907796	908062
12	910010	910258
12	914700	915099
12	921561	921858
12	922208	922311
12	924539	924935
12	928571	928725
12	929595	929883
12	931939	932744
12	940840	941195
12	941762	941848
12	948113	948335
12	949603	949800
12	950024	951025
12	954267	955129
12	956747	956981
12	958172	958384
12	962928	963074
12	963500	963723
12	965577	965770
12	973170	973469
12	975908	976173
12	982505	982716
12	986916	987053
12	988161	988351
12	990557	990784
12	992938	993116
12	1001287	1002545
12	1005871	1006280
12	1010383	1014475
12	1018973	1019161
12	1022317	1022468
12	1024020	1024235
12	1024889	1025168
12	1028004	1028187
12	1028435	1028754
12	1032083	1032435
12	1035808	1035986
12	1036987	1037166
12	1043144	1043861
12	1053159	1053339
12	1054930	1055036
12	1056807	1057287
12	1059288	1059521
12	1061114	1061311
12	1063344	1063450
12	1065124	1065838
12	1066413	1066808
12	1066970	1067021
12	1067412	1068148
12	1072951	1073399
12	1073589	1073759
12	1074390	1074506
13	3568	3632
13	4157	4194
13	9903	10056
13	13282	13460
13	14771	14948
13	16781	17013
13	20440	20754
13	21721	21880
13	23712	23948
13	25933	26803
13	29891	30209
13	30409	30463
13	33874	34075
13	37727	38052
13	41853	42235
13	43561	44005
13	46000	46164
13	46394	46736
13	50986	51600
13	54596	54735
13	56227	56480
13	68014	68223
13	69534	69609
13	69823	70458
13	70836	71945
13	76755	77472
13	79676	79900
13	82175	82244
13	82844	83092
13	91027	91417
13	91657	92164
13	95251	95727
13	97509	97730
13	99436	99673
13	100522	100720
13	100984	101830
13	104147	104669
13	110892	110945
13	111691	111835
13	115107	115755
13	119025	120069
13	121375	121562
13	124297	124475
13	129549	129808
13	131653	131956
13	133248	133377
13	135306	135443
13	137322	137393
13	140116	140459
13	140834	141030
13	141670	142189
13	145971	146456
13	151732	151825
13	158351	158568
13	158889	159499
13	159886	160190
13	164254	164864
13	165359	165477
13	166850	167920
13	168725	168922
13	169638	170611
13	171234	172007
13	177937	178691
13	181216	181396
13	184973	185204
13	192079	193047
13	195743	196403
13	197135	197349
13	201876	201998
13	204177	204492
13	205482	205599
13	208633	209810
13	213885	214204
13	216140	216478
13	217075	217304
13	219837	220237
13	220463	221436
13	222425	222556
13	223967	224131
13	225437	225814
13	228669	228959
13	229468	229544
13	230524	231257
13	231255	231583
13	233293	233442
13	235665	236747
13	241751	241999
13	243099	243211
13	243798	244168
13	245848	246079
13	247421	247755
13	251538	251756
13	252995	253654
13	258506	259357
13	262665	263462
13	271899	272014
13	272908	273035
13	275765	275849
13	279886	280162
13	282848	283484
13	286939	287988
13	290783	290964
13	296819	297087
13	302516	303169
13	305798	306888
13	309761	310461
13	312043	312231
13	318476	318665
13	321728	321815
13	325544	325834
13	330222	330731
13	334606	335496
13	337510	337779
13	340886	341146
13	343574	343723
13	346707	347590
13	348313	348456
13	349734	350104
13	352311	352462
13	352930	353828
13	355105	355415
13	361902	362071
13	366744	366995
13	370572	370765
13	377604	377781
13	379142	379659
13	382734	383318
13	386110	386265
13	386794	389294
13	389500	389666
13	390895	391064
13	392530	392760
13	396152	397312
13	397661	398167
13	405648	406290
13	407441	409298
13	410385	410597
13	411276	411563
13	412970	413100
13	413477	413903
13	420200	420638
13	422226	422393
13	424739	424981
13	425732	426080
13	429658	429944
13	431153	432566
13	433639	434952
13	436058	436512
13	438774	439448
13	442337	442459
13	445190	445478
13	448311	448496
13	448996	449181
13	450087	450212
13	451405	451592
13	453526	454003
13	457390	457603
13	458019	458326
13	460603	460715
13	463494	463684
13	464885	465056
13	465328	466142
13	469543	469773
13	472407	473454
13	475531	475714
13	477169	478432
13	478749	478958
13	480270	480389
13	482472	482782
13	483140	484010
13	486342	486530
13	492000	492239
13	493532	494993
13	496592	496850
13	497466	497681
13	500838	501102
13	501784	502268
13	504731	505383
13	509131	511480
13	511782	512106
13	513204	514580
13	517310	517806
13	522048	522152
13	523369	523908
13	527536	527959
13	531849	532034
13	534795	534972
13	535939	536177
13	539658	541591
13	542933	543069
13	545585	545936
13	547469	547542
13	551309	551777
13	552964	553187
13	556148	557659
13	558515	559259
13	559578	560145
13	560473	561184
13	562635	563119
13	564218	564396
13	568438	568546
13	571900	572241
13	572818	573047
13	574827	575048
13	577463	577742
13	584109	584267
13	586569	586855
13	589598	590289
13	592204	593420
13	594491	594859
13	599199	599326
13	601188	601342
13	603167	603565
13	605606	606151
13	608057	608794
13	609315	609419
13	609947	611897
13	615878	616617
13	618277	618427
13	619501	619731
13	622518	622580
13	624283	624524
13	625470	626223
13	627932	628123
13	628842	628981
13	632002	632225
13	637096	637338
13	645244	645684
13	646892	647037
13	652068	652258
13	652936	653990
13	654536	654991
13	659270	659446
13	661731	662367
13	664403	664631
13	666911	667844
13	668186	668580
13	674660	675967
13	676581	676714
13	676927	677037
13	683711	684614
13	687257	687521
13	688844	689266
13	693028	693390
13	695097	695552
13	696483	696760
13	700972	701963
13	706897	707154
13	711919	712322
13	713742	713794
13	715210	716506
13	720685	720807
13	721422	721579
13	722413	722579
13	724431	724564
13	731277	731456
13	732089	732330
13	733267	733428
13	736603	736776
13	738977	739165
13	742795	742980
13	743511	743667
13	746052	746197
13	751064	752083
13	754358	754504
13	756322	756616
13	757248	757429
13	758620	759901
13	760209	760567
13	763159	763251
13	772638	772809
13	772976	773121
13	773396	774978
13	775064	775331
13	775755	775933
13	777151	778014
13	779146	779505
13	782393	782609
13	784378	784494
13	788844	789166
13	789844	790123
13	793460	793927
13	794491	794916
13	795162	796014
13	797327	799103
13	801552	801670
13	808105	808438
13	808919	809086
13	809310	809413
13	810730	811256
13	814174	814386
13	815357	815524
13	818292	819252
13	819954	820504
13	822587	822801
13	826523	826916
13	831353	832316
13	832529	832670
13	833009	833152
13	837049	837166
13	837804	838094
13	841609	842053
13	845339	845602
13	848527	848645
13	851687	852794
13	854575	854787
13	857662	857714
13	858938	859227
13	859732	860301
13	860792	861874
13	863600	863744
13	867181	867555
13	872671	872924
13	874497	875055
13	880515	881016
13	886594	887079
13	897648	897731
13	904467	904712
13	905925	906065
13	912258	912490
13	914863	915962
13	917357	917439
14	3445	3889
14	4895	5108
14	12853	12898
14	19356	19475
14	22628	24105
14	27911	28106
14	31670	31901
14	34084	34702
14	37420	37600
14	39660	39889
14	40237	40638
14	43131	43277
14	44256	44466
14	48028	48262
14	51725	51907
14	52401	52676
14	55956	56104
14	57711	58132
14	59827	60648
14	63048	63232
14	64642	64832
14	65247	65389
14	66248	66401
14	68467	68708
14	76561	76970
14	79854	80810
14	82579	82769
14	86001	86219
14	87292	87846
14	88888	89070
14	89559	89709
14	89898	90145
14	91531	91786
14	101488	101713
14	102666	102712
14	104043	104276
14	107186	107649
14	108166	108407
14	110333	110989
14	111853	111930
14	112815	113126
14	116547	117340
14	119003	119460
14	122045	123052
14	129176	129373
14	135611	135902
14	137917	138486
14	140545	140738
14	145337	145512
14	145790	145939
14	146609	146789
14	147933	148270
14	156321	156366
14	156774	156910
14	157879	158038
14	160468	160555
14	164213	164602
14	167811	168047
14	169249	169957
14	174543	174934
14	181102	181376
14	181883	181968
14	182415	182984
14	185216	185481
14	186640	188212
14	190959	191257
14	196181	196566
14	196808	201146
14	201992	202171
14	204910	205449
14	206711	206890
14	209678	210558
14	211531	211753
14	215023	215089
14	216091	216414
14	217274	217673
14	218798	218933
14	220396	220665
14	224543	224672
14	227179	227349
14	228908	229046
14	230719	230922
14	233429	234387
14	237763	238211
14	239899	240405
14	241364	241853
14	247228	247380
14	250744	250821
14	251829	251887
14	254103	254367
14	258170	258425
14	259292	259512
14	260269	260381
14	263244	263777
14	264588	264728
14	266645	266883
14	269931	270204
14	271243	271383
14	273642	274488
14	276060	276304
14	281682	282098
14	283863	284026
14	288668	289928
14	295701	295891
14	297707	297824
14	298115	298207
14	300735	302041
14	302352	302522
14	307123	307364
14	308555	309414
14	309716	310826
14	317757	318220
14	318885	318965
14	321725	321943
14	323597	323759
14	326533	326623
14	330215	330292
14	330862	331238
14	332168	332422
14	335343	335379
14	335556	336261
14	339336	339569
14	342191	342416
14	346080	346237
14	349771	350381
14	350668	350899
14	354307	354441
14	354902	356411
14	356689	357361
14	359291	359465
14	365548	366945
14	370110	370374
14	372221	372489
14	373396	374243
14	374596	375218
14	376145	376282
14	378514	378728
14	380817	381433
14	382179	382258
14	383752	383909
14	386994	387126
14	391845	392905
14	393376	393733
14	394398	394712
14	398397	398479
14	400537	401031
14	405616	406324
14	408029	408591
14	412094	412760
14	413297	413561
14	415071	415411
14	416190	416716
14	417440	417769
14	418585	418788
14	419868	420095
14	420767	420887
14	424339	425103
14	426346	428148
14	429369	429423
14	429801	430065
14	434390	435032
14	437344	437591
14	439312	439533
14	440456	441671
14	442505	442642
14	444425	444658
14	447003	447361
14	450611	450859
14	451757	452268
14	456158	456421
14	457425	457684
14	459491	459641
14	462013	462442
14	465005	465286
14	466079	466904
14	471175	471434
14	476743	476818
14	478014	478441
14	479131	479695
14	480940	481435
14	483074	483330
14	485373	485458
14	487879	488927
14	490133	490296
14	490967	491723
14	493057	493312
14	495137	495347
14	498314	498892
14	499368	499572
14	500544	500912
14	501240	501384
14	503026	503584
14	507307	507774
14	508756	508995
14	510297	510466
14	515000	515166
14	515549	515641
14	517094	517150
14	518760	519186
14	520002	520153
14	525023	525116
14	525340	525574
14	525840	525976
14	529585	529769
14	531099	531938
14	534976	535213
14	537818	538398
14	541577	543250
14	545004	545160
14	546047	546200
14	546462	546514
14	547108	548081
14	552011	552294
14	552586	552728
14	553147	553367
14	554796	555071
14	556879	556997
14	558899	560092
14	568151	568313
14	576073	576772
14	577854	577919
14	578670	579546
14	585344	585573
14	586696	587137
